loss,accuracy,val_loss,val_accuracy,architecture,epoch,version,params,labels,timestamp
0.053292278200387955,0.9820103645324707,0.2901437282562256,0.9226618409156799,EfficientNetV2L,45,1,"{""image_size"": [150, 150], ""augmentation"": {}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 03:19:22.436338
0.056785549968481064,0.9820103645324707,0.25491881370544434,0.9361510872840881,EfficientNetV2L,46,1,"{""image_size"": [150, 150], ""augmentation"": {}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 03:19:22.436338
0.046335961669683456,0.9860579967498779,0.3329584002494812,0.931654691696167,EfficientNetV2L,47,1,"{""image_size"": [150, 150], ""augmentation"": {}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 03:19:22.436338
0.036860693246126175,0.9887564778327942,0.2837420105934143,0.931654691696167,EfficientNetV2L,48,1,"{""image_size"": [150, 150], ""augmentation"": {}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 03:19:22.436338
0.04932425171136856,0.9840341806411743,0.3414725363254547,0.9190647602081299,EfficientNetV2L,49,1,"{""image_size"": [150, 150], ""augmentation"": {}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 03:19:22.436338
0.050432633608579636,0.9840341806411743,0.3091205954551697,0.9253597259521484,EfficientNetV2L,50,1,"{""image_size"": [150, 150], ""augmentation"": {}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 03:19:22.436338
0.8018714785575867,0.7364515662193298,0.47201797366142273,0.8363309502601624,EfficientNetV2L,1,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.5472463369369507,0.8167303800582886,0.43896374106407166,0.8624100685119629,EfficientNetV2L,2,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.46891194581985474,0.8430402278900146,0.3521873354911804,0.883093535900116,EfficientNetV2L,3,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.4534636437892914,0.8518102169036865,0.3734470009803772,0.8785971403121948,EfficientNetV2L,4,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.4371319115161896,0.857431948184967,0.36141327023506165,0.8723021745681763,EfficientNetV2L,5,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
